Timestamp,Orbit Mean Density (kg/m^3)
2014-01-28 00:00:00,
2014-01-28 00:10:00,
2014-01-28 00:20:00,
2014-01-28 00:30:00,
2014-01-28 00:40:00,
2014-01-28 00:50:00,
2014-01-28 01:00:00,
2014-01-28 01:10:00,
2014-01-28 01:20:00,
2014-01-28 01:30:00,
2014-01-28 01:40:00,
2014-01-28 01:50:00,
2014-01-28 02:00:00,
2014-01-28 02:10:00,
2014-01-28 02:20:00,
2014-01-28 02:30:00,
2014-01-28 02:40:00,
2014-01-28 02:50:00,
2014-01-28 03:00:00,
2014-01-28 03:10:00,
2014-01-28 03:20:00,
2014-01-28 03:30:00,
2014-01-28 03:40:00,
2014-01-28 03:50:00,
2014-01-28 04:00:00,
2014-01-28 04:10:00,
2014-01-28 04:20:00,
2014-01-28 04:30:00,
2014-01-28 04:40:00,
2014-01-28 04:50:00,
2014-01-28 05:00:00,
2014-01-28 05:10:00,
2014-01-28 05:20:00,
2014-01-28 05:30:00,
2014-01-28 05:40:00,
2014-01-28 05:50:00,
2014-01-28 06:00:00,
2014-01-28 06:10:00,
2014-01-28 06:20:00,
2014-01-28 06:30:00,
2014-01-28 06:40:00,
2014-01-28 06:50:00,
2014-01-28 07:00:00,
2014-01-28 07:10:00,
2014-01-28 07:20:00,
2014-01-28 07:30:00,
2014-01-28 07:40:00,
2014-01-28 07:50:00,
2014-01-28 08:00:00,
2014-01-28 08:10:00,
2014-01-28 08:20:00,
2014-01-28 08:30:00,
2014-01-28 08:40:00,
2014-01-28 08:50:00,
2014-01-28 09:00:00,
2014-01-28 09:10:00,
2014-01-28 09:20:00,
2014-01-28 09:30:00,
2014-01-28 09:40:00,
2014-01-28 09:50:00,
2014-01-28 10:00:00,
2014-01-28 10:10:00,
2014-01-28 10:20:00,
2014-01-28 10:30:00,
2014-01-28 10:40:00,
2014-01-28 10:50:00,
2014-01-28 11:00:00,
2014-01-28 11:10:00,
2014-01-28 11:20:00,
2014-01-28 11:30:00,
2014-01-28 11:40:00,
2014-01-28 11:50:00,
2014-01-28 12:00:00,
2014-01-28 12:10:00,
2014-01-28 12:20:00,
2014-01-28 12:30:00,
2014-01-28 12:40:00,
2014-01-28 12:50:00,
2014-01-28 13:00:00,
2014-01-28 13:10:00,
2014-01-28 13:20:00,
2014-01-28 13:30:00,
2014-01-28 13:40:00,
2014-01-28 13:50:00,
2014-01-28 14:00:00,
2014-01-28 14:10:00,
2014-01-28 14:20:00,
2014-01-28 14:30:00,
2014-01-28 14:40:00,
2014-01-28 14:50:00,
2014-01-28 15:00:00,
2014-01-28 15:10:00,
2014-01-28 15:20:00,
2014-01-28 15:30:00,
2014-01-28 15:40:00,
2014-01-28 15:50:00,
2014-01-28 16:00:00,
2014-01-28 16:10:00,
2014-01-28 16:20:00,
2014-01-28 16:30:00,
2014-01-28 16:40:00,
2014-01-28 16:50:00,
2014-01-28 17:00:00,
2014-01-28 17:10:00,
2014-01-28 17:20:00,
2014-01-28 17:30:00,
2014-01-28 17:40:00,
2014-01-28 17:50:00,
2014-01-28 18:00:00,
2014-01-28 18:10:00,
2014-01-28 18:20:00,
2014-01-28 18:30:00,
2014-01-28 18:40:00,
2014-01-28 18:50:00,
2014-01-28 19:00:00,
2014-01-28 19:10:00,
2014-01-28 19:20:00,
2014-01-28 19:30:00,
2014-01-28 19:40:00,
2014-01-28 19:50:00,
2014-01-28 20:00:00,
2014-01-28 20:10:00,
2014-01-28 20:20:00,
2014-01-28 20:30:00,
2014-01-28 20:40:00,
2014-01-28 20:50:00,
2014-01-28 21:00:00,
2014-01-28 21:10:00,
2014-01-28 21:20:00,
2014-01-28 21:30:00,
2014-01-28 21:40:00,
2014-01-28 21:50:00,
2014-01-28 22:00:00,
2014-01-28 22:10:00,
2014-01-28 22:20:00,
2014-01-28 22:30:00,
2014-01-28 22:40:00,
2014-01-28 22:50:00,
2014-01-28 23:00:00,
2014-01-28 23:10:00,
2014-01-28 23:20:00,
2014-01-28 23:30:00,
2014-01-28 23:40:00,
2014-01-28 23:50:00,
2014-01-29 00:00:00,
2014-01-29 00:10:00,
2014-01-29 00:20:00,
2014-01-29 00:30:00,
2014-01-29 00:40:00,
2014-01-29 00:50:00,
2014-01-29 01:00:00,
2014-01-29 01:10:00,
2014-01-29 01:20:00,
2014-01-29 01:30:00,
2014-01-29 01:40:00,
2014-01-29 01:50:00,
2014-01-29 02:00:00,
2014-01-29 02:10:00,
2014-01-29 02:20:00,
2014-01-29 02:30:00,
2014-01-29 02:40:00,
2014-01-29 02:50:00,
2014-01-29 03:00:00,
2014-01-29 03:10:00,
2014-01-29 03:20:00,
2014-01-29 03:30:00,
2014-01-29 03:40:00,
2014-01-29 03:50:00,
2014-01-29 04:00:00,
2014-01-29 04:10:00,
2014-01-29 04:20:00,
2014-01-29 04:30:00,
2014-01-29 04:40:00,
2014-01-29 04:50:00,
2014-01-29 05:00:00,
2014-01-29 05:10:00,
2014-01-29 05:20:00,
2014-01-29 05:30:00,
2014-01-29 05:40:00,
2014-01-29 05:50:00,
2014-01-29 06:00:00,
2014-01-29 06:10:00,
2014-01-29 06:20:00,
2014-01-29 06:30:00,
2014-01-29 06:40:00,
2014-01-29 06:50:00,
2014-01-29 07:00:00,
2014-01-29 07:10:00,
2014-01-29 07:20:00,
2014-01-29 07:30:00,
2014-01-29 07:40:00,
2014-01-29 07:50:00,
2014-01-29 08:00:00,
2014-01-29 08:10:00,
2014-01-29 08:20:00,
2014-01-29 08:30:00,
2014-01-29 08:40:00,
2014-01-29 08:50:00,
2014-01-29 09:00:00,
2014-01-29 09:10:00,
2014-01-29 09:20:00,
2014-01-29 09:30:00,
2014-01-29 09:40:00,
2014-01-29 09:50:00,
2014-01-29 10:00:00,
2014-01-29 10:10:00,
2014-01-29 10:20:00,
2014-01-29 10:30:00,
2014-01-29 10:40:00,
2014-01-29 10:50:00,
2014-01-29 11:00:00,
2014-01-29 11:10:00,
2014-01-29 11:20:00,
2014-01-29 11:30:00,
2014-01-29 11:40:00,
2014-01-29 11:50:00,
2014-01-29 12:00:00,
2014-01-29 12:10:00,
2014-01-29 12:20:00,
2014-01-29 12:30:00,
2014-01-29 12:40:00,
2014-01-29 12:50:00,
2014-01-29 13:00:00,
2014-01-29 13:10:00,
2014-01-29 13:20:00,
2014-01-29 13:30:00,
2014-01-29 13:40:00,
2014-01-29 13:50:00,
2014-01-29 14:00:00,
2014-01-29 14:10:00,
2014-01-29 14:20:00,
2014-01-29 14:30:00,
2014-01-29 14:40:00,
2014-01-29 14:50:00,
2014-01-29 15:00:00,
2014-01-29 15:10:00,
2014-01-29 15:20:00,
2014-01-29 15:30:00,
2014-01-29 15:40:00,
2014-01-29 15:50:00,
2014-01-29 16:00:00,
2014-01-29 16:10:00,
2014-01-29 16:20:00,
2014-01-29 16:30:00,
2014-01-29 16:40:00,
2014-01-29 16:50:00,
2014-01-29 17:00:00,
2014-01-29 17:10:00,
2014-01-29 17:20:00,
2014-01-29 17:30:00,
2014-01-29 17:40:00,
2014-01-29 17:50:00,
2014-01-29 18:00:00,
2014-01-29 18:10:00,
2014-01-29 18:20:00,
2014-01-29 18:30:00,
2014-01-29 18:40:00,
2014-01-29 18:50:00,
2014-01-29 19:00:00,
2014-01-29 19:10:00,
2014-01-29 19:20:00,
2014-01-29 19:30:00,
2014-01-29 19:40:00,
2014-01-29 19:50:00,
2014-01-29 20:00:00,
2014-01-29 20:10:00,
2014-01-29 20:20:00,
2014-01-29 20:30:00,
2014-01-29 20:40:00,
2014-01-29 20:50:00,
2014-01-29 21:00:00,
2014-01-29 21:10:00,
2014-01-29 21:20:00,
2014-01-29 21:30:00,
2014-01-29 21:40:00,
2014-01-29 21:50:00,
2014-01-29 22:00:00,
2014-01-29 22:10:00,
2014-01-29 22:20:00,
2014-01-29 22:30:00,
2014-01-29 22:40:00,
2014-01-29 22:50:00,
2014-01-29 23:00:00,
2014-01-29 23:10:00,
2014-01-29 23:20:00,
2014-01-29 23:30:00,
2014-01-29 23:40:00,
2014-01-29 23:50:00,
2014-01-30 00:00:00,9.99e+32
2014-01-30 00:10:00,9.99e+32
2014-01-30 00:20:00,9.99e+32
2014-01-30 00:30:00,9.99e+32
2014-01-30 00:40:00,9.99e+32
2014-01-30 00:50:00,5.522030005191208e-13
2014-01-30 01:00:00,5.533992332516509e-13
2014-01-30 01:10:00,5.54859726629566e-13
2014-01-30 01:20:00,5.540622755844381e-13
2014-01-30 01:30:00,5.520108377705493e-13
2014-01-30 01:40:00,5.497761350224779e-13
2014-01-30 01:50:00,5.467660872913809e-13
2014-01-30 02:00:00,5.456208469513048e-13
2014-01-30 02:10:00,5.474258536077578e-13
2014-01-30 02:20:00,5.514431576038345e-13
2014-01-30 02:30:00,5.535817221829097e-13
2014-01-30 02:40:00,5.524297493075111e-13
2014-01-30 02:50:00,5.506323912894308e-13
2014-01-30 03:00:00,5.514715315265257e-13
2014-01-30 03:10:00,5.557595955752717e-13
2014-01-30 03:20:00,5.617078088766896e-13
2014-01-30 03:30:00,5.68467833566499e-13
2014-01-30 03:40:00,5.74105489262987e-13
2014-01-30 03:50:00,5.766251810155829e-13
2014-01-30 04:00:00,5.771554146299725e-13
2014-01-30 04:10:00,5.779803435319909e-13
2014-01-30 04:20:00,5.800563148310418e-13
2014-01-30 04:30:00,5.829105036229635e-13
2014-01-30 04:40:00,5.848623129180582e-13
2014-01-30 04:50:00,5.853321853379808e-13
2014-01-30 05:00:00,5.860126963442228e-13
2014-01-30 05:10:00,5.88306178597521e-13
2014-01-30 05:20:00,5.914821291830797e-13
2014-01-30 05:30:00,5.927777941741343e-13
2014-01-30 05:40:00,5.901055578738281e-13
2014-01-30 05:50:00,5.86927879100737e-13
2014-01-30 06:00:00,5.864294650357598e-13
2014-01-30 06:10:00,5.857260577757926e-13
2014-01-30 06:20:00,5.835615344867763e-13
